timestamp,Open,High,Low,Close,Position
2019-01-01 22:00:00,0.67138,0.6723,0.6713,0.67198,HOLD
2019-01-01 22:30:00,0.67204,0.6722,0.67105,0.67132,HOLD
2019-01-01 23:00:00,0.6713399999999999,0.6724600000000001,0.6711600000000001,0.6722100000000001,HOLD
2019-01-01 23:30:00,0.6722,0.6722,0.6712600000000001,0.6712600000000001,HOLD
2019-01-02 00:00:00,0.6712,0.67157,0.67098,0.67138,HOLD
2019-01-02 00:30:00,0.67137,0.6715800000000001,0.6711600000000001,0.67118,HOLD
2019-01-02 01:00:00,0.6711600000000001,0.67165,0.67102,0.67102,HOLD
2019-01-02 01:30:00,0.67102,0.67123,0.67015,0.6703600000000001,HOLD
2019-01-02 02:00:00,0.67038,0.6704,0.6685399999999999,0.6688,HOLD
2019-01-02 02:30:00,0.66874,0.66882,0.66832,0.6688,HOLD
2019-01-02 03:00:00,0.66881,0.66882,0.6685800000000001,0.66873,HOLD
2019-01-02 03:30:00,0.66872,0.66883,0.6685300000000001,0.6685800000000001,HOLD
2019-01-02 04:00:00,0.6685800000000001,0.66948,0.6685,0.66948,HOLD
2019-01-02 04:30:00,0.66946,0.66987,0.66928,0.66978,HOLD
2019-01-02 05:00:00,0.66979,0.6703600000000001,0.66978,0.6701600000000001,HOLD
2019-01-02 05:30:00,0.6701600000000001,0.67102,0.6701,0.67089,HOLD
2019-01-02 06:00:00,0.67086,0.67204,0.67079,0.67178,HOLD
2019-01-02 06:30:00,0.67178,0.67208,0.6714399999999999,0.67164,HOLD
2019-01-02 07:00:00,0.6715800000000001,0.67172,0.671,0.67128,HOLD
2019-01-02 07:30:00,0.67128,0.67182,0.6711600000000001,0.67161,HOLD
2019-01-02 08:00:00,0.6715800000000001,0.6717,0.67008,0.67042,HOLD
2019-01-02 08:30:00,0.6704100000000001,0.67108,0.6698,0.67096,HOLD
2019-01-02 09:00:00,0.67096,0.6711,0.67056,0.67078,HOLD
2019-01-02 09:30:00,0.67076,0.67119,0.67032,0.67097,HOLD
2019-01-02 10:00:00,0.67092,0.67101,0.67051,0.67062,HOLD
2019-01-02 10:30:00,0.6706,0.67074,0.67033,0.67033,HOLD
2019-01-02 11:00:00,0.6703399999999999,0.6704399999999999,0.67008,0.67028,HOLD
2019-01-02 11:30:00,0.67028,0.67072,0.6701600000000001,0.6703,HOLD
2019-01-02 12:00:00,0.6703100000000001,0.6703100000000001,0.6693,0.66948,HOLD
2019-01-02 12:30:00,0.6694899999999999,0.6695,0.66862,0.66866,HOLD
2019-01-02 13:00:00,0.66866,0.66866,0.6671600000000001,0.6677,HOLD
2019-01-02 13:30:00,0.6677,0.66792,0.6662399999999999,0.6664,HOLD
2019-01-02 14:00:00,0.6664100000000001,0.6673399999999999,0.6664100000000001,0.66732,HOLD
2019-01-02 14:30:00,0.6672899999999999,0.66776,0.66679,0.66768,HOLD
2019-01-02 15:00:00,0.6677,0.66796,0.66688,0.66695,HOLD
2019-01-02 15:30:00,0.66694,0.66722,0.66637,0.6666300000000001,HOLD
2019-01-02 16:00:00,0.66666,0.6674800000000001,0.66637,0.66723,HOLD
2019-01-02 16:30:00,0.6672399999999999,0.6672399999999999,0.6661600000000001,0.66672,HOLD
2019-01-02 17:00:00,0.66674,0.66698,0.6661199999999999,0.6664,HOLD
2019-01-02 17:30:00,0.66638,0.6665800000000001,0.66574,0.6662600000000001,HOLD
2019-01-02 18:00:00,0.6662600000000001,0.66632,0.66576,0.66578,HOLD
2019-01-02 18:30:00,0.66577,0.66589,0.6655800000000001,0.66579,HOLD
2019-01-02 19:00:00,0.66578,0.66604,0.66568,0.66599,HOLD
2019-01-02 19:30:00,0.66598,0.66603,0.66572,0.66602,HOLD
2019-01-02 20:00:00,0.66604,0.66628,0.66586,0.6661,HOLD
2019-01-02 20:30:00,0.66604,0.6663600000000001,0.6659,0.6663399999999999,HOLD
2019-01-02 21:00:00,0.66635,0.6663600000000001,0.66588,0.66608,HOLD
2019-01-02 21:30:00,0.66608,0.66622,0.665,0.665,HOLD
2019-01-02 22:00:00,0.66564,0.66566,0.66498,0.66533,HOLD
2019-01-02 22:30:00,0.6651199999999999,0.67047,0.65779,0.6613399999999999,HOLD
2019-01-02 23:00:00,0.6614399999999999,0.66376,0.6603399999999999,0.6613600000000001,HOLD
