timestamp,Open,High,Low,Close,Position
2019-01-01 22:00:00,0.67138,0.6724600000000001,0.66832,0.67089,HOLD
2019-01-02 06:00:00,0.67086,0.67208,0.6662399999999999,0.6664,HOLD
2019-01-02 14:00:00,0.6664100000000001,0.66796,0.665,0.665,HOLD
2019-01-02 22:00:00,0.66564,0.67047,0.65779,0.66275,HOLD
2019-01-03 06:00:00,0.66275,0.66552,0.66228,0.66514,HOLD
2019-01-03 14:00:00,0.66514,0.66996,0.6649,0.66889,HOLD
2019-01-03 22:00:00,0.6691600000000001,0.67074,0.6676,0.66894,HOLD
2019-01-04 06:00:00,0.66894,0.67078,0.66688,0.6687,HOLD
2019-01-04 14:00:00,0.6687,0.67518,0.66722,0.67292,HOLD
2019-01-06 22:00:00,0.67416,0.6756,0.67269,0.67482,HOLD
2019-01-07 06:00:00,0.6748,0.67661,0.67427,0.6765899999999999,HOLD
2019-01-07 14:00:00,0.6765399999999999,0.6767,0.67495,0.67528,HOLD
2019-01-07 22:00:00,0.67564,0.67597,0.6738,0.67402,HOLD
2019-01-08 06:00:00,0.674,0.67482,0.6714,0.67143,HOLD
2019-01-08 14:00:00,0.67138,0.67324,0.67079,0.67181,HOLD
2019-01-08 22:00:00,0.67242,0.67588,0.67211,0.6756,HOLD
2019-01-09 06:00:00,0.6756,0.6784,0.6751,0.6783100000000001,HOLD
2019-01-09 14:00:00,0.6783100000000001,0.6814,0.67789,0.67886,HOLD
2019-01-09 22:00:00,0.67886,0.6794,0.67713,0.67878,HOLD
2019-01-10 06:00:00,0.67882,0.6794,0.67766,0.6781,HOLD
2019-01-10 14:00:00,0.6781,0.67942,0.6775100000000001,0.67814,HOLD
2019-01-10 22:00:00,0.6785399999999999,0.68262,0.67767,0.68186,HOLD
2019-01-11 06:00:00,0.68186,0.6843600000000001,0.68165,0.68323,HOLD
2019-01-11 14:00:00,0.6832199999999999,0.6837,0.68086,0.68278,HOLD
2019-01-13 22:00:00,0.6826,0.6833199999999999,0.68024,0.6806399999999999,HOLD
2019-01-14 06:00:00,0.6806300000000001,0.6822600000000001,0.67966,0.68209,HOLD
2019-01-14 14:00:00,0.68209,0.68314,0.68166,0.68212,HOLD
2019-01-14 22:00:00,0.6826,0.68482,0.68111,0.68478,HOLD
2019-01-15 06:00:00,0.68476,0.68485,0.6812600000000001,0.68269,HOLD
2019-01-15 14:00:00,0.6827,0.68357,0.67998,0.68148,HOLD
2019-01-15 22:00:00,0.6819,0.68302,0.68052,0.68274,HOLD
2019-01-16 06:00:00,0.68272,0.68308,0.67552,0.67714,HOLD
2019-01-16 14:00:00,0.67714,0.6791,0.6771199999999999,0.67774,HOLD
2019-01-16 22:00:00,0.67782,0.67814,0.67416,0.675,HOLD
2019-01-17 06:00:00,0.67498,0.6752,0.67306,0.67371,HOLD
2019-01-17 14:00:00,0.6737,0.67865,0.67276,0.6762199999999999,HOLD
2019-01-17 22:00:00,0.67684,0.6775100000000001,0.6752,0.6761199999999999,HOLD
2019-01-18 06:00:00,0.67614,0.6773399999999999,0.67494,0.67694,HOLD
2019-01-18 14:00:00,0.67695,0.6785,0.6737,0.67462,HOLD
2019-01-20 22:00:00,0.67566,0.67595,0.67152,0.67228,HOLD
2019-01-21 06:00:00,0.67228,0.67399,0.67172,0.6719,HOLD
2019-01-21 14:00:00,0.67191,0.67333,0.67133,0.6732,HOLD
2019-01-21 22:00:00,0.6734,0.6734399999999999,0.67211,0.67238,HOLD
2019-01-22 06:00:00,0.67238,0.67262,0.67074,0.67211,HOLD
2019-01-22 14:00:00,0.6721600000000001,0.6754899999999999,0.67178,0.6745800000000001,HOLD
2019-01-22 22:00:00,0.6752,0.6785800000000001,0.67428,0.67818,HOLD
2019-01-23 06:00:00,0.6782,0.67986,0.67798,0.67828,HOLD
2019-01-23 14:00:00,0.67828,0.6794,0.67776,0.67897,HOLD
2019-01-23 22:00:00,0.6786300000000001,0.68082,0.6772600000000001,0.67796,HOLD
2019-01-24 06:00:00,0.67794,0.67862,0.6762,0.6779,HOLD
2019-01-24 14:00:00,0.6779,0.67899,0.6756,0.67611,HOLD
2019-01-24 22:00:00,0.6764600000000001,0.67784,0.67467,0.67678,HOLD
2019-01-25 06:00:00,0.67676,0.68086,0.6764,0.68056,HOLD
